Method,Description,similarity_score,EvlScore
getControlObject,从此输入方法返回一个控件对象，或者为null。,0.82489276,1.0
registerOutParameter,"将名为 
               parameterName的参数注册为JDBC类型 
               sqlType 。",0.90547407,1.0
getNamedItem,检索由name指定的节点。,0.89333117,1.0
getObject,"返回表示OUT参数 
               parameterName的值的对象，如果支持转换，则将从参数的SQL类型转换为请求的Java数据类型。",0.8129631,1.0
register,使用监视服务注册此路径所在的文件。,0.54606456,1.0
getTarget,处理指令的目标部分,0.7785549,1.0
read,从流中读取单个字节并将其作为0到255之间的整数返回。,0.42242384,1.0
thenAccept,返回一个新的CompletionStage，当此阶段正常完成时，将使用此阶段的结果作为所提供操作的参数执行。,0.8461239,1.0
addNamingListener,"添加一个侦听器，用于接收由目标命名的对象上的搜索过滤器 
               filter标识的对象被修改时触发的命名事件。",0.77647996,1.0
getLocale,返回当前输入的语言环境。,0.8249767,1.0
plus,返回与此对象相同类型的对象，并添加一个量。,0.81079817,1.0
getAttributePrefix,在提供的索引处返回此属性的前缀,0.8221308,1.0
ignorableWhitespace,接收元素内容中可忽略空白的通知。,0.7963508,1.0
serialVersionUID,设置的类指纹，用于指示与该类的先前版本的序列化兼容性。,0.83164716,1.0
removePrintJobListener,从此打印作业中删除侦听器。,0.82977426,0.8
replaceData,用指定的字符串替换从指定的16位单位偏移量开始的字符。,0.75010216,1.0
getApplet,已过时。,0.8258993,1.0
get,"相对 
               get方法。",0.7409617,1.0
visitProvides,"访问 
               提供者指令。",0.87750703,1.0
writeFloat,将下一个属性作为Java float写入流中。,0.8611493,1.0
isEqual,"返回一个谓词，根据 
               Objects.equals(Object, Object)测试两个参数是否相等。",0.84473556,1.0
isFocusTraversable,返回此对象是否可以接受焦点。,0.8594173,1.0
systemAboutToSleep,当系统即将睡觉时调用。,0.87769,1.0
getEditorComponent,返回应添加到此编辑器的树层次结构中的组件,0.80899805,1.0
getParameter,已过时。,0.8417954,1.0
now,从指定时区的系统时钟获取当前月 - 日。,0.6316662,1.0
endCDATA,报告CDATA部分的结尾。,0.83790267,1.0
getSupportedAttributeValues,确定在为此打印服务设置作业时客户端可以在给定类别中指定的打印属性值。,0.81710446,0.8
getScrollableBlockIncrement,显示逻辑行或列的组件应计算滚动增量，该增量将完全显示一个行或列的块，具体取决于方向的值。,0.7358833,0.8
getAttributeNode,按名称检索属性节点。,0.7874854,1.0
getTRC,将TRC作为short数组返回。,0.82586974,1.0
registryStub,"已过时。

没有替代品。",0.8684589,1.0
setAcl,更新（替换）访问控制列表。,0.8443564,1.0
enter,阻止当前线程的执行并在事件分派线程上输入新的辅助事件循环。,0.50139785,1.0
asElement,返回与类型对应的元素。,0.77343994,1.0
isModifiableClass,"测试类是否可由 
               retransformation或 
               redefinition修改。",0.8731574,1.0
getObject,检索引用的对象，并使用给定的类型映射将其映射到Java类型。,0.8367107,1.0
name,返回协议族的名称。,0.46626437,1.0
getCipherSuite,返回SSL密码套件的名称，该密码套件用于会话中的所有连接。,0.8767489,1.0
dragOver,被称为光标的热点在平台相关的放置站点上移动。,0.76547873,1.0
onNext,使用Subscription的下一个项目调用的方法。,0.83002764,1.0
getSolo,获得此通道的当前独奏状态。,0.8337822,1.0
getDTDHandler,返回当前的DTD处理程序。,0.89259064,1.0
invokeMethod,"在先前脚本执行期间编译的脚本对象上调用方法，该脚本对象保留在 
               ScriptEngine的状态中。",0.8183677,1.0
moveDot,将插入位置（点）移动到其他位置，留下标记。,0.7626184,1.0
withDayOfMonth,"返回此 
               MonthDay的副本，并更改日期。",0.8957317,1.0
getStreamKeys,已过时。,0.7986892,1.0
getConnection,"创建并返回一个 
               Connection对象，该对象是此 
               PooledConnection对象表示的物理连接的句柄。",0.8762243,1.0
removeActionListener,"从模型中删除 
               ActionListener 。",0.89312124,1.0
getSource,返回用于读取此SQLXML实例指定的XML值的Source。,0.85682786,1.0
get,"相对批量 
               获取方法。",0.62380946,1.0
add,将指定的元素追加到此列表的末尾（可选操作）。,0.3070271,1.0
setBytes,"将给定 
               byte数组的全部或部分写入此 
               Blob对象表示的 
               BLOB值，并返回写入的字节数。",0.82253027,1.0
getParent,"返回此节点的父节点，如果这是根节点，则返回 
               null 。",0.763779,1.0
setVisible,设置对象的可见状态。,0.88363045,1.0
getBlinkRate,获取插入符的闪烁率。,0.8490331,1.0
setSchemaName,"将指定列的表架构的名称（如果有）设置为给定的 
               String 。",0.7872725,1.0
icSigHead,ICC Profile Tag签名：'head' - 特别。,0.8054336,1.0
getBigDecimal,"检索指定的JDBC 
               NUMERIC参数的值，作为 
               java.math.BigDecimal对象，其值包含小数点右侧的位数。",0.8717709,1.0
compact,"压缩此缓冲区 
               （可选操作） 。",0.7539503,1.0
writeAttribute,将属性写入输出流,0.82205987,1.0
put,向属性集添加新属性。,0.8548064,1.0
readBytes,"从流中读取最多 
               len个字节，并修改提供的 
               IIOByteBuffer以指示可以找到数据的字节数组，偏移量和长度。",0.83539844,1.0
isDirect,判断此char缓冲区是否是直接的。,0.8326992,1.0
isSupported,检查指定的单元是否受支持。,0.29411924,1.0
write,从给定缓冲区向该通道写入一个字节序列。,0.7370292,1.0
getDeclaredAnnotations,"返回 
               直接出现在此元素上的注释。",0.7123922,0.8
readTimestamp,"读取流中的下一个属性并将其作为 
               java.sql.Timestamp对象返回。",0.8606387,1.0
isDirect,判断此int缓冲区是否是直接的。,0.8325826,1.0
setInt,"将此 
               RowSet对象命令中的指定参数设置为给定的Java 
               int值。",0.7865444,1.0
isLeapYear,检查指定年份是否为闰年。,0.84476495,1.0
filter,"返回 
               true如果给定的 
               provider对象通过这个定义的标准匹配 
               Filter 。",0.43154675,1.0
not,返回谓词，该谓词是提供的谓词的否定。,0.5526867,1.0
getSuperBound,返回此通配符的下限。,0.82850075,1.0
getQualifiedName,返回元素的完全限定名称。,0.79871637,1.0
parse,已过时。,0.8623725,1.0
getEnclosingType,"如果没有封闭实例，则返回最内层封闭实例的类型或类型为 
               NoType的 
               NONE 。",0.8601899,1.0
getLength,已过时。,0.79186606,1.0
iterator,以适当的顺序返回此列表中元素的迭代器。,0.835537,1.0
toString,返回此值的字符串表示形式。,0.7897189,1.0
setTime,"使用给定的 
               Calendar对象将指定参数设置为给定的 
               java.sql.Time值。",0.7717966,1.0
allNotesOff,关闭此频道上当前正在发声的所有音符。,0.7059941,1.0
canSetParameter,检查是否支持将参数设置为特定值。,0.89244825,1.0
getName,返回此文件对象的用户友好名称。,0.84153515,1.0
with,返回与此对象相同类型的对象，并更改指定的字段。,0.29498023,1.0
getLocale,"如果没有区域设置生效，则返回当前区域设置或 
               null 。",0.8138348,1.0
imageComplete,报告当前图像读取操作已完成。,0.7499771,1.0
of,"获得 
               MonthDay的实例。",0.38595575,1.0
write,"将数组 
               b所有字节写入输出流。",0.77160317,1.0
getBeanContext,"获取 
               BeanContext与此相关 
               BeanContextChild 。",0.8911791,1.0
format,使用指定的格式化程序格式化此日期时间。,0.5981277,1.0
getErrorHandler,返回当前错误处理程序。,0.86346936,1.0
getInterface,使用解释器中编译的函数返回接口的实现。,0.79262006,1.0
writeAttribute,将属性写入输出流,0.82205987,1.0
visit,"访问任何指令，就像将其自身传递给该指令的 
               accept方法一样。",0.63039833,1.0
columnNoNulls,"表示该列可能不允许 
               NULL值。",0.8587724,1.0
setNClob,"将指定参数设置为 
               Reader对象。",0.78527415,1.0
setNCharacterStream,"将指定参数设置为 
               Reader对象。",0.8244833,1.0
getDOMImplementation,请求支持指定功能的第一个DOM实现的方法。,0.8551455,1.0
setPrecision,"将指定列的小数位数设置为给定的 
               int 。",0.7354869,1.0
invokeAny,执行给定的任务，返回已成功完成的任务的结果（即，不抛出异常），如果有的话。,0.85504556,1.0
getRelatedTarget,"用于标识与UI事件相关的辅助 
               EventTarget 。",0.82560575,1.0
write,通过此源数据线将音频数据写入混音器。,0.7185352,1.0
serialVersionUID,设置为指示自J2SE 1.4以来的序列化兼容性的类指纹。,0.8342467,1.0
icHdrPlatform,ICC配置文件标题位置：主要平台。,0.8804189,1.0
of,返回包含两个元素的不可修改列表。,0.37664026,1.0
isEndElement,用于检查此事件是否为EndElement的实用程序函数。,0.8491604,1.0
setBigDecimal,"将指定参数设置为给定的 
               java.math.BigDecimal值。",0.8560114,1.0
getWhatToShow,"此属性确定通过 
               NodeIterator呈现的节点类型。",0.8533429,1.0
visitUnknown,访问一种未知的元素。,0.8278986,1.0
getSystemId,符号的系统标识符，如果没有给出，则为null。,0.72789514,1.0
setClob,"将指定参数设置为 
               Reader对象。",0.7770229,1.0
ancestorMoved,移动源的祖先时调用。,0.8644078,1.0
getDayOfYear,获取日期字段。,0.79918736,1.0
plusMinutes,"返回此 
               ZonedDateTime的副本，并添加指定的分钟数。",0.85657346,1.0
offerLast,在此双端队列的末尾插入指定的元素，如果需要空间可用，则等待指定的等待时间。,0.7392309,1.0
getColumnNumber,返回当前文档事件结束的列号。,0.8200696,1.0
getSchemaTypeInfo,与此元素关联的类型信息。,0.80610645,1.0
getCharacterEncodingScheme,返回XML数据的编码样式,0.8588126,0.8
read,尝试将字符读入指定的字符缓冲区。,0.40254164,1.0
from,"从时态对象获得 
               MonthDay的实例。",0.66313285,1.0
accept,对给定的参数执行此操作。,0.1988309,1.0
group,返回上一个匹配项匹配的输入子序列。,0.3765003,1.0
minusHours,"返回此 
               ZonedDateTime的副本，并减去指定的小时数。",0.77910864,1.0
setArray,"使用给定的 
               Array值设置此 
               RowSet对象命令中的指定参数。",0.8170118,1.0
replace,仅当前映射到给定值时才替换键的条目。,0.23967613,1.0
isModuleOrientedLocation,"指示此位置是否是面向模块的位置，因此与面向包的位置（预期包含 
               包/类层次结构中的类）相比，期望在 
               模块/包/类层次结构中包含类。",0.726964,0.8
getOffsetBefore,获取转换前的偏移量。,0.74342984,1.0
getMouseMotionListener,返回将添加到组合框的鼠标移动侦听器或null。,0.8274491,0.8
